1,Accounting
2,Aero Engineering
3,Aerospace
5,Advertising
8,Agriculture
9,Annual Reports
10,Archaeology
11,Architecture & Town Planning
12,Art/literary
13,Automobile
14,Automotive
15,Aviation
16,Banking
17,Behavioural Sciences
18,Biochemistry
19,Biology
20,Biomedicine
21,Biotechnology
22,Brewing & Distilling
23,Broadcasting
24,Building
25,Cartography
26,Ceramics
27,Chemical Engineering
28,Chemistry
29,Cinema
30,Civil & Structural Engineering
31,Commerce
32,Commercial
33,Communications
34,Computer Games
35,Computer Hardware
36,Computers & Data Processing
37,Construction
38,Consumer products
39,Contracts
40,Copywriting
41,Cosmetics
42,Crime Issues
43,Culture
44,Current Affairs
45,Defense
46,Dentistry
47,Domestic Appliances
48,Drama
49,Economics
50,Education
51,Electrical Engineering
52,Electronics
53,Energy
54,Engineering
55,Entertainment
56,Environment
59,Equity Research
60,ERP
61,EU Affaris
62,Fashion
63,Finance/Banking/Accounting
64,Financial/markets
65,Food & Drinks Industry
66,Freight
67,Games & Puzzles
68,Gas Industry
69,Genealogy
70,General
71,General Engineering
72,Geography
73,Geology
74,Government
75,Hardware
76,Healthcare
77,Health & Safety
78,History
79,Homeopathy
80,Horticulture
81,Humanities
82,Immigration
83,Import/Export
84,IND
85,Industrial
86,Information technology
87,Insurance
88,Interior Design
89,Internet/E-commerce
90,Investment Banking
91,Investment/Securities
92,Journalism
93,Law/Legal
94,Literature & Poetry
95,Local Government
96,Logistics
97,Machinery
98,Management
99,Marine(shipping & shipbuilding
100,Manufacturing/Industrial
101,Marketing/Communications
102,Market Research
103,Materials
104,Mathematics
105,Mechanical Engineering
106,Media
107,Medical Equipment
108,Medical/Life Science/Pharmaceu
109,Medicine
110,Metallurgy/Casting
111,Military
112,Mining
113,Music
114,News/Media
115,Nuclear Energy
116,Nutrition
117,Oenology
118,Oil Industry
119,Orthopaedics
120,Packaging
121,Paper/Paper mills
122,Patents
123,Personnel
124,Petrochemical
125,Pharmaceutical
127,Photography
128,Philosophy
129,Physical Sciences
130,Physics
131,Physiology
132,Plastic & Polymer
133,Politics
134,Printing & Publishing
135,Psychiatry
136,Psychology
137,Public Relations
138,Publishing
139,Quality Assurance
140,Radio / TV
141,Real estate
142,Religion
143,Robotics
144,Safety
145,SAP ERP
146,Sciences
147,Scrips
148,Security
149,Social sciences
150,Software
151,Software(educational)
152,Software(games)
153,Software(multimedia)
154,Software Localization
155,Sports
156,Stock Marketing
157,Subtitling
158,Surgical
159,Technical
160,Technology
161,Telecommunications
162,Textiles
163,Tourism/Travel
164,Training/Education
165,Transport
166,Veterinary Science
167,Water Treatment
168,Web Pages
169,Zoology
